login_id,user_id,occurred_at,device_id,ip_address,ip_country,ip_city,is_vpn,is_new_device,is_geo_jump,success,scenario_id,tags
login_010543,usr_000654,2026-01-01T00:08:08,dev_001094,78.195.192.191,GB,London,0,1,0,1,,
login_000327,usr_000025,2026-01-01T00:09:44,dev_000038,202.164.227.50,TW,台中市,0,1,0,1,,
login_016132,usr_001009,2026-01-01T00:10:45,dev_001665,172.33.254.177,TW,台南市,0,1,0,1,,
login_013722,usr_000859,2026-01-01T00:13:09,dev_001427,128.144.182.202,TW,新竹市,0,1,0,1,,
login_012393,usr_000776,2026-01-01T00:13:23,dev_001289,18.240.185.132,TW,高雄市,0,1,0,1,,
login_008383,usr_000523,2026-01-01T00:16:23,dev_000876,135.217.70.60,JP,Tokyo,0,1,0,1,,
login_006854,usr_000431,2026-01-01T00:23:53,dev_000716,109.230.142.11,TW,宜蘭縣,0,1,0,1,,
login_004515,usr_000283,2026-01-01T00:26:39,dev_000468,122.186.218.132,SG,Singapore,0,1,0,1,,
login_002251,usr_000146,2026-01-01T00:29:39,dev_000237,93.120.202.44,TW,台中市,0,1,0,1,,
login_007307,usr_000457,2026-01-01T00:30:33,dev_000764,23.145.11.127,TW,高雄市,0,1,0,1,,
login_006616,usr_000418,2026-01-01T00:32:48,dev_000694,63.87.187.102,TW,台南市,0,1,0,1,,
login_009359,usr_000581,2026-01-01T00:33:22,dev_000977,139.27.11.72,TW,台中市,0,1,0,1,,
login_008941,usr_000555,2026-01-01T00:43:20,dev_000935,180.227.131.170,TW,宜蘭縣,0,1,0,1,,
login_010378,usr_000641,2026-01-01T00:44:11,dev_001075,98.119.90.202,AE,Dubai,0,1,0,1,,
login_002759,usr_000181,2026-01-01T00:45:53,dev_000292,110.27.100.108,HK,Hong Kong,1,1,0,1,,
login_002463,usr_000162,2026-01-01T00:49:23,dev_000262,222.113.198.153,TW,宜蘭縣,0,1,0,1,,
login_015836,usr_000989,2026-01-01T00:50:20,dev_001630,106.14.14.205,TW,台北市,0,1,0,1,,
login_008318,usr_000519,2026-01-01T00:53:08,dev_000868,125.223.27.1,TW,高雄市,0,1,0,1,,
login_019146,usr_001198,2026-01-01T01:04:14,dev_001965,178.82.85.214,SG,Singapore,1,1,0,1,,
login_015099,usr_000941,2026-01-01T01:05:03,dev_001558,51.244.231.96,TW,新北市,0,1,0,1,,
login_001929,usr_000122,2026-01-01T01:16:57,dev_000200,89.65.155.220,TW,新北市,0,1,0,1,,
login_003024,usr_000198,2026-01-01T01:20:54,dev_000319,126.72.72.132,TW,新竹市,0,1,0,1,,
login_008582,usr_000539,2026-01-01T01:22:27,dev_000903,143.225.56.248,TW,台中市,0,1,0,1,,
login_010189,usr_000632,2026-01-01T01:27:11,dev_001058,3.128.159.124,TW,宜蘭縣,0,1,0,1,,
login_014412,usr_000898,2026-01-01T01:35:15,dev_001488,169.95.234.103,TW,新竹市,0,1,0,1,,
login_007575,usr_000475,2026-01-01T01:37:01,dev_000793,6.150.78.150,TW,新北市,0,1,0,1,,
login_008305,usr_000518,2026-01-01T01:37:05,dev_000866,53.211.61.132,TW,台中市,0,1,0,1,,
login_009479,usr_000587,2026-01-01T01:40:04,dev_000987,53.72.59.99,TW,桃園市,0,1,0,1,,
login_011512,usr_000717,2026-01-01T01:40:24,dev_001197,115.118.60.118,TW,宜蘭縣,0,1,0,1,,
login_010312,usr_000638,2026-01-01T01:50:59,dev_001068,4.205.33.82,TW,高雄市,0,1,0,1,,
login_009442,usr_000585,2026-01-01T01:51:06,dev_000984,62.121.195.98,TW,台南市,0,1,0,1,,
login_006642,usr_000420,2026-01-01T01:52:43,dev_000696,21.238.75.200,TW,宜蘭縣,0,1,0,1,,
login_014628,usr_000913,2026-01-01T02:01:52,dev_001511,190.202.48.19,TW,台中市,0,1,0,1,,
